,AEW541,AEW541_IC_50,Nilotinib,Nilotinib_IC_50,17-AAG,17-AAG_IC_50,PHA-665752,PHA-665752_IC_50,Lapatinib,Lapatinib_IC_50,Nutlin-3,Nutlin-3_IC_50,AZD0530,AZD0530_IC_50,PF2341066,PF2341066_IC_50,L-685458,L-685458_IC_50,ZD-6474,ZD-6474_IC_50,Panobinostat,Panobinostat_IC_50,Sorafenib,Sorafenib_IC_50,Irinotecan,Irinotecan_IC_50,Topotecan,Topotecan_IC_50,LBW242,LBW242_IC_50,PD-0325901,PD-0325901_IC_50,PD-0332991,PD-0332991_IC_50,Paclitaxel,Paclitaxel_IC_50,AZD6244,AZD6244_IC_50,PLX4720,PLX4720_IC_50,RAF265,RAF265_IC_50,TAE684,TAE684_IC_50,TKI258,TKI258_IC_50,Erlotinib,Erlotinib_IC_50
NCIH1651_LUNG,0.8597,8,0.2314,8,2.669,0.243237942,0.2531,8,0.6165,8,0.5197,8,0.5989,8,0.7751,8,0.1886,8,0.2941,8,4.0816,0.066801749,0.2962,8,NA,NA,2.3495,0.730994105,0.5105,8,0.4047,8,0.3582,8,4.2575,0.022404801,0.5348,8,0.03442,8,0.919,8,0.7857,8,0.845,6.862641335,0.2825,8
MDAMB175VII_BREAST,0.8511,8,0.182,8,3.1627,0.032827336,0.1795,8,2.3603,0.46874091,0.1267,8,1.7853,2.408272505,0.6365,8,0.02118,8,0.1716,8,3.7079,0.093414493,0.07455,8,NA,NA,1.9513,1.671281815,0.4308,8,0.8343,3.983871937,0.4732,8,2.2575,8,0.7065,8,0.3373,8,0.8396,8,0.2732,8,0.3676,8,1.1964,2.391020775
NCIH226_LUNG,0.6322,8,0,8,2.0162,8,0,8,0,8,0.1363,8,0.2167,8,0.1941,8,0,8,0.2921,8,2.8671,0.26439777,0.5957,8,NA,NA,2.248,1.052712202,0.04654,8,1.589,8,0.2601,8,3.207,8,0.3049,8,0,8,1.3318,3.296744585,0.7534,4.788105965,0.8242,8,0,8
NCIH1666_LUNG,1.0145,3.147583485,0.456,7.710957527,4.712,0.016954798,0.2059,8,2.1425,0.386495948,0.4504,8,1.2167,1.702454567,0.806,8,0.3766,8,2.9569,0.577988684,3.9983,0.069938406,0.6144,8,3.2599,0.209506392,2.0451,1.009786963,1.3635,8,3.8767,0.028687071,0.1308,8,4.4421,0.002542614,3.1254,0.298590779,0.2637,8,1.8098,0.436365217,1.7936,0.042816627,0.5551,8,2.2235,0.203968033
ISTMES1_PLEURA,1.0009,6.513892495,1.0773,0.893207331,1.8467,0.707256138,0.4109,3.788518667,0.6966,8,0.7859,8,1.0161,3.901444197,0.711,8,0.08369,8,1.7474,2.838296652,4.4893,0.057558201,1.155,8,2.7861,0.621329963,3.464,0.143415794,0.1007,8,0.2834,8,0.5512,8,3.3207,0.123707697,0.4444,8,0.04503,8,1.468,8,1.6908,2.164404392,1.2961,0.653159522,0.2581,8
EBC1_LUNG,1.2742,5.164176464,0.3761,8,3.9338,0.018749278,1.6816,0.27125594,0.6902,6.37237215,0.1442,8,0.64,4.773197651,4.497,0.039122928,0.1243,8,0.8671,4.082502842,4.4037,0.044501934,0.3943,8,3.5052,0.124000698,3.8903,0.0932668,0.892,8,4.3938,0.045943316,1.1729,8,5.7392,0.0025,2.6304,0.73845458,0.07623,8,1.6179,8,1.6407,2.244243145,0.3913,8,0.2728,8
OC316_OVARY,0.394,8,0.1259,8,3.4983,0.164771095,0.04508,8,0.4652,8,0.3219,8,0.4455,8,0.164,8,0,8,1.3101,6.409285545,3.9949,0.120042175,0.1094,8,3.2084,0.290675133,3.3175,0.324411362,0.3257,8,0.4013,8,0.2306,8,6.3818,0.009912783,0.4868,8,0.1927,8,1.2236,3.029598951,0.01591,8,0.5697,8,0.3731,8
HS936T_SKIN,0.2207,8,0.001392,8,3.9897,0.061651316,0.4376,8,0,8,0.2465,8,0.1732,8,0.2561,8,0.02243,8,1.6372,6.60185051,5.0778,0.025391448,0.1109,8,1.5988,0.863415956,1.5226,2.382953644,0.3202,8,3.7454,0.042563576,0.3558,8,5.0763,0.002542614,2.825,0.272241116,0.5499,8,0.6888,8,0.2688,8,0.2364,8,0,8
NCIH322_LUNG,1.1076,2.894480705,0.1888,8,3.9905,0.024739213,0,8,1.3463,1.362128496,0.03799,8,1.5032,0.965358913,0.1449,8,0,8,1.4652,1.605697155,3.7953,0.089495383,0,8,2.5264,0.433685452,1.8001,1.082859039,0.08901,8,3.5462,0.015824527,0,8,4.7617,0.013226771,2.4814,0.222787127,0.02021,8,1.2485,1.794867158,0.573,5.500570774,0.3026,8,1.9746,0.644645035
T47D_BREAST,0.924,8,0.5094,8,1.4674,1.789526105,0.3123,8,0.5727,8,0.4176,8,0.5592,8,0.3487,8,0.4164,8,0.3955,8,4.3607,0.06439659,0.427,8,NA,NA,1.9885,2.112178564,0.9794,8,0.004786,8,0.5315,8,3.3375,8,0.6917,8,0.04939,8,1.4747,6.936302662,0.3381,8,0.4691,8,0.1791,8
T3M10_LUNG,0.181,8,0.0999,8,4.9033,0.040968742,0.3635,8,0.54,7.170650959,0.2688,8,0.03668,8,0.2702,8,0,8,1.3912,6.359658718,3.879,0.073724605,0,8,1.4788,1.963816285,0.8203,3.042611361,1.1762,2.310534477,2.1718,0.686679423,0.2516,8,4.1385,0.062078975,1.1293,8,0.1352,8,1.5229,2.203894615,0.07138,8,0.4728,8,0.3811,8
PLCPRF5_LIVER,0.6843,8,0.8893,7.693918705,4.0595,0.105967887,0.1747,8,1.2112,6.669433117,1.0226,8,0.8137,6.426341534,0.9598,3.865649462,0,8,0.6968,8,4.822,0.03730407,0.4683,8,2.4007,0.348716348,1.2708,5.845123768,0.4128,8,1.2975,8,0.8374,8,5.357,0.011762056,0.8398,8,0.2036,8,2.0258,3.215368032,0.5653,8,0.9898,8,0.3737,8
NCIH2023_LUNG,1.4571,2.513386011,0.612,4.014651299,3.4569,0.023395276,0.6195,8,0.3546,8,0.6613,8,0.4832,8,1.1931,4.380047321,0.03723,8,0.679,3.698183298,3.9486,0.093299761,0.006447,8,NA,NA,2.1324,0.640784621,0.296,8,1.0669,8,0.6846,8,4.676,0.009333471,0.3972,8,0,8,0.8588,8,1.0811,3.460036039,0.9905,5.232933998,0.1764,8
NCIH1048_LUNG,0.798,8,0.4625,8,4.7653,0.048622094,0.1776,8,0.5777,8,0.1314,8,1.2751,3.120047092,0.7133,4.13476181,0.3058,8,1.2426,2.65907383,4.9662,0.050665624,0.6078,7.31484127,4.6028,0.041015971,5.3324,0.021476045,0.1353,8,0.6409,8,0.01538,8,6.7078,0.00391821,0.08808,8,0.0554,8,1.8268,2.34043479,1.9009,1.485293388,1.3784,3.467006207,0.662,8
HT144_SKIN,0.8903,4.869328499,0.8419,4.633401871,4.3186,0.07971938,0.2313,8,0.5575,8,0.5415,8,0.3266,8,0.6186,8,0.3225,8,0.8201,8,4.0197,0.087971471,0.6104,8,2.7864,0.705108225,2.9211,1.052970886,0.4271,8,4.4659,0.019130703,0.01489,8,4.6768,0.021828279,2.8194,0.373916358,2.267,1.336324811,2.8681,0.340082556,1.1289,7.234825611,1.11,6.107888928,0.5338,8
SKMEL31_SKIN,0.9608,5.749213696,0.5639,7.54642868,2.3166,8,0.3766,6.313907146,0.5777,8,0.4347,8,0.3513,8,0.8366,7.456315994,0.3232,8,1.5222,5.628617287,4.2725,0.06900461,0.09934,8,1.848,2.318071604,1.2612,5.098436356,0.9024,8,0.6448,8,0.002502,8,4.1256,0.026501333,0.8945,8,0.4061,8,0.9376,8,1.0295,6.208492756,0.6211,7.205433369,0.1344,8
HS939T_SKIN,0.07816,8,0.6022,7.080129623,5.1729,0.030074231,0.8439,8,0.1568,8,0.2051,8,0.5327,8,0.1208,8,0.445,8,1.4242,6.114317894,4.5715,0.052195873,0.08454,8,NA,NA,1.5029,6.028975964,1.3325,2.226797581,3.25,0.041808613,0.5095,8,3.864,0.066444561,2.5274,0.494374901,1.2778,2.102822304,1.0122,3.448097467,0.2371,8,0.7845,7.236048222,0.1288,8
DV90_LUNG,1.0623,8,NA,NA,4.6153,0.120939881,3.0544,8,0.9329,8,1.2495,8,0.7536,8,0.1697,8,0.6583,8,1.2011,5.450690746,5.597,0.042865414,0.04952,8,NA,NA,3.3122,0.200362504,4.2899,0.076898805,4.1181,0.065534264,NA,NA,6.3835,0.00758911,3.5067,1.040045857,0.09542,8,NA,NA,1.0057,1.319583046,1.2647,8,1.4945,8
ZR751_BREAST,1.2285,0.663455608,NA,NA,4.4719,0.327225992,1.1176,8,0.4156,8,1.013,2.732170564,1.1688,8,0.5818,8,0.8005,8,1.1891,8,4.6473,0.050002981,0.8454,8,NA,NA,3.5125,0.53045908,1.0596,8,1.5942,8,NA,NA,4.4743,0.005975602,0.7315,8,0.5641,8,0.5897,2.870313284,0.6762,8,0.8432,3.858885765,1.1717,8
KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.7337,2.640584832,0.6361,8,2.3487,0.047090092,0.6818,8,0.5561,8,1.2248,8,0,8,1.0949,1.797705996,0,8,3.3595,0.743874073,5.646,0.018606676,0.8453,8,2.8217,0.250821879,2.984,0.257356942,0.7313,8,3.2569,0.371464181,0.8043,8,4.9233,0.053802088,1.3541,1.402923942,0.6241,8,2.8447,0.434892982,2.5558,0.753083825,3.1467,0.455887169,0.9725,8
SKNBE2_AUTONOMIC_GANGLIA,1.5323,8,0.5456,8,2.2439,1.170010686,0.1546,8,0.1607,8,0.4808,8,0.4317,8,0.9918,1.582723663,0.7336,6.414900303,0.7462,8,5.538,0.022380378,0.3857,8,3.6462,0.151516899,4.1463,0.049503136,0.2685,8,2.5482,2.463804245,2.048,3.912641344,5.9311,0.005319262,1.5398,8,0.0524,8,0.6933,6.289893955,2.2338,0.893670976,0.7715,0.825044835,0.2446,8
HCC70_BREAST,0.6154,8,0.09364,8,3.0273,0.065257996,0.1703,8,0.6068,7.363319874,0.1437,8,0.571,8,0.2158,8,0,8,0.8561,8,4.4205,0.067174263,0.5751,8,2.2185,0.075391009,2.4964,0.068039373,0.426,8,2.1081,1.253405809,0.0002795,8,5.4912,0.004960467,1.2257,8,0.05906,8,0.7232,6.826366901,0.9657,6.094072261,0.6686,8,0.3408,8
NCIH2452_PLEURA,0.7924,8,0.2073,8,3.558,0.147931322,0.3236,8,0.2728,8,0.8552,8,1.0389,8,0.4166,8,0.4763,8,0.6913,8,3.5626,0.136462882,0.7511,8,3.7125,0.209673807,3.3382,0.676232159,0.8521,8,1.184,8,0.8849,8,5.6526,0.007106951,0.8245,8,0.7483,8,2.2147,0.23321937,1.2638,5.233737946,1.0808,5.839072324,0.7658,8
SNU1_STOMACH,0.9688,6.077795982,0.566,8,4.5573,0.046669591,0,8,0.4886,8,1.27,3.713325739,0.6094,8,0.826,4.377726555,0.3243,8,0.3717,8,4.0105,0.075617179,0.8939,3.844271421,NA,NA,3.6574,0.152797788,0.1107,8,3.7711,0.07532502,1.044,5.734571934,4.8994,0.005922596,1.9704,2.090872049,0.1584,8,1.8226,1.618575096,1.4561,2.542354822,1.0972,5.130491734,0.3576,8
HCC56_LARGE_INTESTINE,0.6342,8,0.09552,8,NA,NA,0.3011,8,0.4479,8,0.1928,8,1.1856,8,0.2215,8,NA,NA,0.7121,8,4.3664,0.054618184,0.08142,8,1.8327,1.125410199,1.5781,2.986945629,0.3968,8,5.0257,0.010615913,0.3011,8,4.1463,0.147854075,3.7803,0.141207814,0,8,0.5951,8,0.8885,6.227405548,0.191,8,0.2732,8
NCIH1648_LUNG,1.078,8,1.4162,5.590958595,1.8947,8,0.1418,8,1.8562,0.373408833,0.8649,8,0.2443,8,0.673,8,0.3297,8,0.817,8,4.1316,0.086079873,0.5777,8,NA,NA,1.9441,1.776734114,1.6655,8,0.8604,8,0.9064,8,5.9981,0.0025,1.076,8,0.9942,5.766373158,2.1058,0.959371567,1.1125,8,0.4882,8,0.6008,8
MPP89_PLEURA,1.0837,8,0.6128,8,2.8561,0.200979024,0.06791,8,0.392,8,0.702,8,0.3467,8,0.9935,8,0.3831,8,0.8979,8,4.5306,0.063718587,0,8,2.5822,0.478835434,2.5565,0.315215021,0.439,8,0.6039,8,0.1568,8,4.6902,0.055855297,0.1261,8,0.06749,8,1.4205,8,1.9641,2.068445206,0.5424,8,0.2684,8
MG63_BONE,1.392,3.710702658,0.29,8,1.3119,0.814632237,0.02981,8,0.1513,8,0.2304,8,0.5506,8,0.4803,5.650014877,0,8,0.4585,8,3.6454,0.126604959,0.3812,8,2.8245,0.206715479,3.5973,0.252202541,0.1322,8,0.6005,8,0.6379,8,5.9739,0.005069706,0.2346,8,0.1757,8,0.9168,8,2.2176,1.108850002,1.218,5.698129177,0.1603,8
PK1_PANCREAS,0.6571,6.92267704,0.1723,8,4.3709,0.078745671,0.0112,8,0.7236,7.236270905,0.3042,8,1.1932,8,0.4587,8,0,8,1.4442,8,3.7359,0.094414264,0.6839,8,3.4797,0.322627187,2.5477,1.541857004,0.2971,8,2.5158,0.952850282,0.07151,8,5.4913,0.008773311,1.5048,8,0.4061,8,1.8609,2.141583681,0.8173,8,0.8821,6.300439835,0.5614,8
HS840T_UPPER_AERODIGESTIVE_TRACT,0.5775,8,0.4101,8,4.6617,0.042208713,1.0402,8,0.1638,8,0.3651,8,0.5852,8,1.2078,4.287018299,0.01563,8,2.0391,4.398015499,4.6206,0.039185483,0.2267,8,2.2389,0.746174514,1.7592,2.885690212,0.4266,8,1.11,8,0.9004,8,4.3812,0.010091474,0.6889,8,0.186,8,2.4224,0.12682493,1.7415,1.955447555,1.3392,2.806429863,0.3236,8
NCIH23_LUNG,1.3268,4.463423729,0.6261,7.43892622,4.2066,0.046550732,0.3608,8,0.4302,8,0.8491,8,0.7626,8,1.136,8,0.6998,7.193157673,1.2023,8,4.3584,0.065439694,0.3285,8,NA,NA,3.0649,0.738976538,2.0322,8,2.1937,8,0.2654,8,6.5769,0.003537219,1.0566,8,1.1365,0.211737986,2.016,1.733596206,1.688,1.43065083,1.5173,3.584141493,0,8
TE617T_SOFT_TISSUE,1.4793,7.165520937,1.5507,2.358335733,5.1812,0.034616712,0.9109,8,3.4461,0.242927998,1.4265,3.129215002,2.941,0.373187572,1.7104,1.647043347,0.2427,8,2.4806,0.996365905,5.0969,0.024331409,0.9072,5.759644985,4.4324,0.076531045,4.4021,0.08647351,1.0236,8,2.7097,1.004896998,1.6558,1.012163162,6.7285,0.003053997,2.5837,0.926280141,0.03409,8,2.4682,0.900769174,2.1155,1.415370941,1.1019,4.992334366,1.7201,1.51734972
SW1088_CENTRAL_NERVOUS_SYSTEM,0.09182,8,0.6276,1.020972229,2.8038,0.062667288,0.03335,8,0.7047,6.737086296,0,8,0.2863,8,0.2437,8,0.3489,8,0.2384,8,2.9392,0.202413589,0.0797,8,NA,NA,0.777,7.864079751,0.02371,8,0.03729,8,0.1536,8,4.9997,0.002542614,0,8,0.4742,6.770390034,1.2931,0.92136991,0.5267,8,0.8459,0.524658964,0.1109,8
ISTMES2_PLEURA,0.8105,8,0.7994,3.565156339,3.4708,0.133910671,0.3662,8,0.7325,7.889610767,0.5093,8,0.734,8,0.8679,4.166898727,0.1958,8,0.794,4.528552055,4.8466,0.042731293,0.6781,5.200558186,4.5254,0.068911389,4.9511,0.039499149,0.2477,8,1.4177,8,1.7991,0.427757025,6.3544,0.005989203,0.2557,8,1.2888,3.671973228,3.3988,0.147910878,1.1692,2.76738596,1.8216,2.162941933,0.3595,8
NCIH1373_LUNG,0.5229,8,0,8,3.7468,0.067688048,0.2623,8,0.2469,8,0.03238,8,0.4326,8,0.3264,8,0.1539,8,0.6673,8,3.5689,0.108055562,0.1644,8,1.6349,1.430255294,1.0589,3.092561483,0.1114,8,0.3876,8,0.001922,8,3.5616,8,0.486,8,0.4231,8,1.3576,8,0.2048,8,0.3892,8,0.2836,8
HS229T_LUNG,0.1625,8,0,8,3.6505,0.13832441,1.3842,8,0.08038,8,0.09112,8,0.07466,8,0.02076,8,0.006384,8,0.7905,8,4.2832,0.040815469,0.1337,8,NA,NA,1.1319,8,0.149,8,0.4783,8,0.4506,8,4.0841,0.04487263,0.4344,8,0.1002,8,0.8349,3.363966703,0.8478,3.954421997,0.5095,6.853686333,0.00911,8
BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.8428,8,0.1648,8,3.5976,0.284389943,0.4072,6.465454578,0.3646,8,0.1399,8,2.0535,1.689039111,0.9159,4.058927536,0.02918,8,1.9715,2.061688185,5.8478,0.012748002,0.1112,8,4.8923,0.04605921,4.5194,0.058189418,0.3218,8,0.06714,8,1.1151,4.529109001,6.5657,0.00982259,0.113,8,0.6149,8,1.2478,5.181260586,0.6416,8,1.7212,3.490412474,0.3595,8
CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.6551,8,0.2173,8,3.8812,0.479196012,0.8997,8,0.07477,8,0.7237,8,0.6352,8,0.8737,8,0.02719,8,2.3858,2.47134757,4.9845,0.042536777,0.3438,8,4.4997,0.034480847,4.9059,0.042425834,0.06319,8,0.6039,8,1.0214,1.749890969,6.7624,0.004356804,0.5656,8,0.1793,8,1.6558,0.208464014,1.1676,8,1.0475,0.139960798,0.4621,8
NCIH1693_LUNG,1.1923,8,0.8682,8,1.6738,8,0.636,8,1.678,8,0.9088,8,1.4733,8,0.9907,8,0,8,1.8628,2.756312609,4.5178,0.058890849,0.4801,8,3.1318,0.313385129,3.0734,0.337148786,0.8193,8,2.3507,8,1.2313,8,3.8862,0.049781483,1.2609,8,0.1419,8,1.9118,6.105265931,1.4694,5.852221489,1.3123,8,1.42,8
SW780_URINARY_TRACT,1.1134,4.625792027,0.2467,8,2.995,0.055612143,0.3776,8,0.6584,8,0.7854,8,0.23,8,0.3069,8,0.001849,8,0.5018,8,3.3299,0.111635968,0.1231,8,2.3722,0.463058263,1.975,1.093356133,0.9118,8,2.6984,0.288278252,0.2847,1.642117023,5.5322,0.010781743,1.8812,4.865739346,0.1303,8,0.5686,6.271085262,1.36,1.951426506,1.1861,3.818022966,0.9057,8
HS683_CENTRAL_NERVOUS_SYSTEM,0.7117,6.85484457,0.2585,8,4.354,0.143921196,0.05832,8,0.03881,8,0.2897,8,1.2891,8,1.0135,6.06753397,0.04761,8,0.2458,8,3.6994,0.164265633,0.2025,8,2.8785,0.422525823,3.1158,1.16079092,0.3543,8,0.5807,8,0.277,8,5.9641,0.007497566,0.4306,8,0.1648,8,1.1058,8,1.7276,3.532052755,0.7687,4.478327274,0.07119,8
RKO_LARGE_INTESTINE,0.8444,5.750892162,0.5761,8,4.4812,0.076428831,0.47,8,0.302,8,0.6938,8,0.6394,8,0.9374,5.508096218,0.2558,8,0.876,8,4.4547,0.049809784,0.8653,8,3.213,0.240451589,3.5301,0.25112009,0.2353,8,3.2954,0.123916917,0.6835,8,6.6097,0.0025,2.2005,1.899022937,0.9622,8,1.7043,1.532623649,1.6675,3.145311832,0.7962,5.911858082,0.06025,8
HS729_SOFT_TISSUE,1.4926,4.69119978,NA,NA,3.1048,0.066169545,0.9979,8,0.4988,8,0.6331,8,0.5674,8,0.7401,8,0.1671,8,0.6146,8,3.5883,0.112586632,0.04854,8,NA,NA,3.3782,0.35032174,1.5302,8,0.44,8,NA,NA,5.2003,0.016439535,0.5233,8,0.2016,8,1.433,8,1.2524,8,0.9618,8,0.1266,8
JHOS2_OVARY,1.2322,4.9757967,0.5389,8,1.9626,0.145015299,0.5548,8,0.5668,8,0.4878,8,0.4457,8,0.3298,8,0.5928,6.913431168,1.3901,8,3.0253,0.140599579,0,8,NA,NA,2.3488,0.586575627,1.1132,8,1.0772,8,0.03892,8,4.1841,0.024209864,1.2776,8,0.6494,8,1.0853,8,0.7772,4.392546654,0.7762,6.958929062,0.1802,8
MCF7_BREAST,1.7882,0.716056585,0.1241,8,2.2316,0.01876104,0,8,0.4242,2.845193863,0.06679,8,0.03456,8,0.502,0.122591665,0.02904,8,0.2155,8,NA,NA,0,8,1.7724,0.402109355,0.9251,0.700595081,0.2945,8,0.3616,8,0.1991,8,3.7399,0.0025,0.5816,8,0.5813,8,0.01511,2.531646013,1.5781,0.323893487,0.3718,6.51220417,0.3573,8
U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.8519,4.784135342,0.5501,5.434136868,4.6603,0.132671893,0.7796,8,0.3857,6.971768856,0.2506,8,0.5793,8,0.5069,2.278179884,1.3464,8,0.8458,8,5.0159,0.019916685,0.7181,8,3.6217,0.08081679,3.5634,0.505930007,0.2883,8,1.5143,2.201559782,1.0682,1.640452862,7.4369,0.004307028,1.1403,8,0.3454,8,1.2268,8,0.5798,1.888259768,0.7747,3.445979357,0.5495,8
SKLMS1_SOFT_TISSUE,1.8429,2.315295696,NA,NA,3.9869,0.272266209,1.4862,8,0.9194,7.136584282,1.5613,8,1.0581,8,1.9054,6.123247147,NA,NA,1.4378,6.580183029,4.5119,0.06376069,0.3121,8,NA,NA,3.7843,0.173477858,2.3205,8,2.158,2.32338357,NA,NA,5.2374,0.018775795,1.6815,8,0.7352,6.450375557,NA,NA,1.7813,4.916078091,1.636,2.205486298,1.0627,4.445358753
MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.5139,8,4.4689,0.069269069,2.6177,1.050176263,0.2072,8,0.4225,8,0.26,8,2.3393,1.165203691,1.5732,2.577986002,0.2157,8,2.3796,1.568951845,4.4477,0.062515363,0.1151,8,2.651,0.499857932,2.9957,0.576862156,0.1807,8,3.3323,0.276277214,0.1798,8,4.1212,0.068457693,1.6161,2.041517973,0.5659,8,2.2312,1.133756638,0.1,8,1.4739,3.388030291,0.3546,8
REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.8788,4.657880306,0.577,8,3.0737,0.557084382,0.4732,8,0.4909,7.811583519,0.573,7.587461948,0.00713,8,0.8942,6.671482563,1.0459,6.614539623,0.08253,8,4.9712,0.031442855,0.4783,8,NA,NA,4.3275,0.126334921,1.5628,4.692280769,0,8,0.7898,5.912584305,6.7887,0.005274509,0.04644,8,0.8706,8,NA,NA,1.1366,3.686215639,1.3379,3.502712727,0.1718,8
ONS76_CENTRAL_NERVOUS_SYSTEM,0.2968,8,0.1742,8,1.904,1.565893888,0.01134,8,0.1084,8,0.3121,8,0.6145,8,0.2558,8,0.117,8,0.3671,8,3.9079,0.123559557,0.9837,4.204772472,2.7183,0.580970824,3.336,0.282274336,0.4631,8,4.1038,0.045527395,0.3628,8,NA,NA,2.8866,0.317494243,0.1695,8,1.4977,4.173048496,0.3495,8,0.5648,8,0.06366,8
SKNDZ_AUTONOMIC_GANGLIA,1.9651,1.299999714,NA,NA,2.942,0.637133241,0.4223,8,0.1598,8,0.2146,8,1.5357,8,1.2322,2.908520937,0.7382,7.025848389,1.1118,5.974487782,5.6735,0.012857153,0.154,8,NA,NA,3.8043,0.130665451,0.7765,8,0.2465,8,0.8865,8,5.864,0.006010402,0.7211,8,0.1446,8,0.6303,8,1.5215,2.069112539,0.986,5.621531963,0.04943,8
DMS114_LUNG,2.3798,0.851508498,0.8476,6.058652401,2.2019,0.695213139,0.8946,8,0.2177,8,0.3314,8,0.3061,8,2.1489,6.143882275,0.6133,7.263668537,1.016,8,4.5845,0.049470447,0.7432,7.832852364,NA,NA,3.1123,0.165829986,1.3367,8,0.4387,8,0.8691,8,5.5617,0.005783329,0.7486,8,0.06617,8,1.6543,3.514462471,1.8487,0.894316435,1.145,5.063468933,0.4546,8
OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.00972,8,NA,NA,2.0726,0.91939044,0,8,0.07892,8,0.4561,8,0.2737,8,0.2516,8,0.1434,8,0.329,8,4.9742,0.017077917,0.4065,8,NA,NA,1.7151,2.5986619,1.0871,8,0.2756,8,NA,NA,5.5601,0.002542614,0.7839,8,0.06938,8,0.7123,5.9916749,0.1327,8,0,8,0.05276,8
OC315_OVARY,0.3778,8,0.05129,8,4.1939,0.121878006,0.1194,8,0.4119,8,0.3503,8,0.2386,8,0.5046,8,0,8,1.1873,4.758262634,4.3413,0.082142279,0.01658,8,3.2714,0.268796146,3.3351,0.298700869,0.3866,8,0.6579,8,0.331,8,6.6604,0.007822407,0.668,8,0.04294,8,1.3615,2.388634443,0.09859,8,0.8429,7.319449902,0.3616,8
OC314_OVARY,0.3713,8,0.03021,8,3.573,0.180269763,0.4256,8,0.3899,8,0.2438,8,0.5346,8,0.2361,8,0,8,0.8934,8,3.7559,0.137972131,0.0006212,8,NA,NA,3.2347,0.327038288,0.2431,8,0.5158,8,0.3161,8,6.3589,0.010998377,0.09393,8,0.06317,8,1.5412,3.672142506,0.1058,8,0.6888,6.942592144,0.2903,8
SW1353_BONE,0.7213,8,0.149,8,3.1215,0.140588775,0.2262,8,0.3409,8,0.5273,8,0.5077,8,0.6467,8,0.02045,8,0.6321,8,4.4823,0.065988854,0.3081,8,2.646,0.589429975,2.2859,2.20531702,0.3225,8,1.3756,8,0.4901,8,5.3868,0.01130726,0.9301,8,0.414,8,1.5052,8,1.8519,4.319674969,0.8432,8,0.1981,8
MDAMB157_BREAST,0.7972,8,0.6589,8,0.8792,8,0.01494,8,0.1138,8,0.4724,8,0.5788,8,1.1257,8,0.4268,8,0.4384,8,4.2399,0.085610405,0.5498,8,NA,NA,3.6195,0.219044015,1.1144,8,0.751,8,0.1157,8,3.8675,8,0.6353,8,0.0486,8,1.9967,8,1.1916,0.913886624,1.4616,3.127821207,0.2684,8
CALU3_LUNG,0.561,7.724710464,0.4743,8,2.0534,1.688857436,0.1975,8,2.6066,0.4945876,0.4135,8,2.3703,0.853420436,0.4668,8,0.4371,8,1.8192,2.22334528,4.5124,0.046347372,0.5152,8,NA,NA,3.0826,0.459127128,0.5201,8,1.8058,3.064517498,0.3678,8,3.2082,8,2.3689,8,0.003985,8,0.8645,8,1.1636,5.718297482,0.4078,8,1.1767,3.225658417
NCIH2009_LUNG,0.6894,8,0.237,8,3.6954,0.188103288,1.1969,8,0.3635,8,0.06515,8,1.094,8,0.5123,8,0.1486,8,1.504,7.427165031,5.2809,0.035882048,0,8,2.9776,0.292758912,2.1728,0.815872073,0.2909,8,2.6131,0.734539926,0.09706,8,4.9461,0.01844758,1.9691,8,0.4112,8,1.5606,3.924828053,1.2731,3.951325178,0.9052,7.162834167,0.6598,8
NCIH1869_LUNG,0.747,8,0.4445,8,3.0418,0.100020558,0.6647,8,1.0958,8,0.1337,8,1.719,0.793254991,0.1219,8,0,8,1.703,3.096685465,3.6257,0.133828416,0.2687,8,1.8317,1.70174861,1.5602,1.442871295,0.3543,8,1.8229,8,0.09282,8,2.2967,8,0.08598,8,0.5941,8,1.5432,8,1.7076,2.508988142,0.6316,8,1.4395,3.332826606
HS852T_SKIN,1.595,0.932404697,0.5659,7.286914825,4.9316,0.043077972,0.3071,8,0.1743,8,0.363,8,1.0993,8,0.9536,3.662902594,0.1685,8,1.383,5.387755394,4.298,0.065024838,0.4032,8,0.8084,7.632351875,1.4231,5.76911974,0.3792,8,2.3665,1.339613318,0.44,8,4.7678,0.025221951,1.3702,8,0.1203,8,1.1536,8,2.5434,0.677948415,0.6529,8,0.2035,8
HCC4006_LUNG,0.8118,8,0.7678,7.44418478,3.4326,0.044439085,0,8,1.8224,1.854881167,0.1393,8,2.3879,0.974881709,0.531,8,0.6167,8,3.0689,0.439068317,3.8515,0.080013834,0.3675,8,2.5662,0.572342813,1.7052,3.726411819,0.2142,8,1.7547,3.165573597,0.6659,8,5.8944,0.004447281,0.1997,8,0.08633,8,1.8457,2.484289169,1.5185,3.425027609,0.6712,8,3.7373,0.124252401
