Gene Symbol	Gene ID	Median (Tumor)	Median (Normal)	Log2(Fold Change)	adjp
LAMA3	ENSG00000053747.15	14.070	39.500	-1.426	7.62e-39
OPN3	ENSG00000054277.12	23.591	11.190	1.012	8.73e-41
RELT	ENSG00000054967.12	5.380	16.110	-1.423	3.95e-90
MCOLN3	ENSG00000055732.12	1.190	8.870	-2.172	8.25e-122
ITIH4	ENSG00000055955.15	2.800	13.540	-1.936	2.31e-64
GYG2	ENSG00000056998.18	4.230	0.680	1.638	1.91e-119
LAMC2	ENSG00000058085.14	36.450	15.009	1.226	6.35e-34
RASGRF1	ENSG00000058335.15	3.190	13.240	-1.765	4.16e-16
FLYWCH1	ENSG00000059122.16	14.410	31.760	-1.088	5.64e-70
MXD1	ENSG00000059728.10	5.280	24.540	-2.024	3.28e-118
SLC2A3	ENSG00000059804.15	16.420	88.437	-2.360	5.14e-121
STYK1	ENSG00000060140.8	3.410	0.630	1.436	5.39e-113
HDAC7	ENSG00000061273.17	34.360	99.967	-1.514	5.19e-123
PRDM6	ENSG00000061455.10	0.930	3.790	-1.311	2.41e-126
SPAG4	ENSG00000061656.9	22.161	5.040	1.939	1.10e-118
MRPS35	ENSG00000061794.12	41.521	19.760	1.034	8.32e-107
GUCY1B3	ENSG00000061918.12	6.490	14.230	-1.024	4.82e-81
MON2	ENSG00000061987.14	11.380	24.760	-1.057	6.89e-79
LTK	ENSG00000062524.15	2.400	11.680	-1.899	2.30e-64
SLC6A16	ENSG00000063127.15	0.770	4.110	-1.530	1.20e-146
LIMCH1	ENSG00000064042.17	27.839	82.338	-1.531	2.82e-85
TSPAN32	ENSG00000064201.15	1.180	6.270	-1.738	5.82e-140
WISP2	ENSG00000064205.10	6.900	117.840	-3.911	1.49e-208
SUGP2	ENSG00000064607.16	19.070	60.601	-1.618	1.10e-92
FAR2	ENSG00000064763.10	3.170	9.200	-1.290	1.43e-85
SLC9A3R2	ENSG00000065054.13	103.830	298.253	-1.513	1.02e-82
MCM10	ENSG00000065328.16	1.940	0.270	1.211	3.75e-87
ERBB3	ENSG00000065361.14	72.078	26.891	1.390	6.59e-84
MYLK	ENSG00000065534.18	22.710	97.139	-2.049	2.89e-138
TLE2	ENSG00000065717.14	23.131	53.171	-1.167	1.47e-68
TBC1D1	ENSG00000065882.15	22.790	50.499	-1.114	1.78e-81
SLC9A7	ENSG00000065923.9	3.880	1.320	1.073	2.18e-100
TIE1	ENSG00000066056.13	8.030	45.701	-2.371	1.16e-192
NGEF	ENSG00000066248.14	4.600	0.480	1.920	3.18e-95
SPI1	ENSG00000066336.11	34.599	104.690	-1.570	5.26e-99
KIF26A	ENSG00000066735.14	0.430	2.160	-1.144	8.24e-99
PFKP	ENSG00000067057.16	62.908	22.650	1.434	6.72e-69
KLF6	ENSG00000067082.14	37.229	122.581	-1.693	1.58e-127
PPAP2A	ENSG00000067113.16	26.690	59.128	-1.119	6.10e-73
PHKA1	ENSG00000067177.14	4.800	1.790	1.056	6.27e-110
TRO	ENSG00000067445.20	1.740	6.490	-1.451	2.12e-67
PRKCZ	ENSG00000067606.15	26.841	59.759	-1.126	1.99e-41
ZFY	ENSG00000067646.11	0.020	1.700	-1.404	7.23e-7
NAV3	ENSG00000067798.13	0.570	2.980	-1.342	2.44e-121
PDZD4	ENSG00000067840.12	0.700	4.760	-1.761	4.87e-113
ROCK1	ENSG00000067900.6	10.430	24.480	-1.157	2.78e-105
HYAL2	ENSG00000068001.13	50.219	181.182	-1.831	3.16e-160
RASSF1	ENSG00000068028.17	18.350	57.811	-1.604	4.60e-162
MEF2A	ENSG00000068305.17	12.740	33.831	-1.342	3.89e-166
INPP5A	ENSG00000068383.18	10.570	28.989	-1.374	4.86e-161
PRR11	ENSG00000068489.12	5.550	0.980	1.726	1.91e-108
REEP1	ENSG00000068615.16	0.580	3.600	-1.542	4.29e-104
RASGRP2	ENSG00000068831.18	3.740	47.110	-3.343	7.03e-216
PPP2R5B	ENSG00000068971.13	9.000	21.470	-1.168	8.73e-114
PYGM	ENSG00000068976.13	0.410	3.230	-1.585	1.18e-178
PITX1	ENSG00000069011.15	4.620	0.180	2.252	7.13e-95
KCNAB2	ENSG00000069424.14	10.130	36.900	-1.768	3.44e-138
MAOB	ENSG00000069535.13	6.620	29.790	-2.015	5.47e-129
RORA	ENSG00000069667.15	2.390	8.570	-1.497	2.80e-133
TGFBR3	ENSG00000069702.10	2.020	27.080	-3.217	9.04e-250
PFN2	ENSG00000070087.13	47.140	19.670	1.220	9.70e-39
FGF10	ENSG00000070193.4	0.100	2.220	-1.550	1.02e-179
FSTL3	ENSG00000070404.9	20.790	122.453	-2.502	9.09e-140
ST6GALNAC1	ENSG00000070526.14	35.099	5.510	2.471	7.87e-75
GBA2	ENSG00000070610.14	29.681	94.339	-1.636	4.14e-121
NDST1	ENSG00000070614.14	15.180	33.779	-1.104	1.82e-85
ST6GALNAC2	ENSG00000070731.9	6.950	16.880	-1.169	2.00e-49
PABPC1	ENSG00000070756.13	1229.281	603.369	1.025	3.23e-84
PTPN21	ENSG00000070778.12	3.850	18.210	-1.986	8.77e-173
RPS6KA2	ENSG00000071242.11	22.420	48.789	-1.088	3.46e-60
VASH1	ENSG00000071246.10	6.830	15.110	-1.041	1.82e-72
LMCD1	ENSG00000071282.11	28.680	137.681	-2.224	3.12e-183
TRIP13	ENSG00000071539.13	8.630	1.160	2.156	9.32e-118
TRIB2	ENSG00000071575.11	17.111	39.689	-1.168	5.24e-64
LIMS2	ENSG00000072163.18	9.590	129.894	-3.628	4.33e-275
SPEG	ENSG00000072195.14	3.340	11.800	-1.560	1.76e-57
TFRC	ENSG00000072274.12	29.910	75.462	-1.307	4.71e-54
HMMR	ENSG00000072571.19	5.110	0.610	1.924	1.18e-128
STK10	ENSG00000072786.12	11.520	39.199	-1.683	6.39e-152
MRVI1	ENSG00000072952.18	3.180	12.100	-1.648	3.43e-113
MCM2	ENSG00000073111.13	14.210	3.880	1.640	7.03e-124
SELO	ENSG00000073169.13	12.470	27.380	-1.075	4.39e-67
PDE8A	ENSG00000073417.14	10.690	25.040	-1.155	6.70e-92
FERMT2	ENSG00000073712.13	15.000	57.531	-1.871	5.10e-177
TBX21	ENSG00000073861.2	0.670	2.420	-1.034	1.74e-64
FRY	ENSG00000073910.19	8.460	33.240	-1.856	2.54e-140
NUAK1	ENSG00000074590.13	3.840	9.270	-1.085	1.41e-47
SCARF1	ENSG00000074660.15	5.060	24.281	-2.061	3.34e-150
HACD3	ENSG00000074696.12	43.329	20.250	1.061	1.22e-99
ZZEF1	ENSG00000074755.14	6.730	20.090	-1.448	6.63e-131
TUBE1	ENSG00000074935.13	5.520	13.430	-1.146	2.16e-114
TXK	ENSG00000074966.10	0.650	3.000	-1.278	3.90e-119
GTSE1	ENSG00000075218.18	3.820	0.790	1.429	1.05e-80
MARK3	ENSG00000075413.17	35.730	75.378	-1.056	3.03e-113
FOSL2	ENSG00000075426.11	33.660	69.608	-1.027	1.01e-52
SEC31B	ENSG00000075826.16	2.130	16.610	-2.492	7.30e-131
RBMS2	ENSG00000076067.11	11.180	36.671	-1.629	1.43e-161
RGS11	ENSG00000076344.15	1.150	10.040	-2.360	1.15e-137
PLXNA2	ENSG00000076356.6	8.030	30.581	-1.806	5.12e-105
SPAG5	ENSG00000076382.16	14.740	6.260	1.116	4.43e-45
TPD52	ENSG00000076554.15	67.102	13.840	2.198	2.67e-159
PAG1	ENSG00000076641.4	4.300	13.620	-1.464	2.50e-97
MCAM	ENSG00000076706.14	29.821	116.323	-1.929	7.25e-112
STXBP2	ENSG00000076944.14	79.710	162.027	-1.014	4.16e-86
UBE2T	ENSG00000077152.9	24.130	2.930	2.677	3.76e-183
PPP1R12B	ENSG00000077157.20	8.770	20.320	-1.126	7.71e-66
IL4R	ENSG00000077238.13	34.830	111.298	-1.648	3.07e-119
EXOSC5	ENSG00000077348.8	22.389	9.140	1.206	8.03e-132
LRCH4	ENSG00000077454.15	35.380	97.497	-1.437	1.69e-86
FAM76B	ENSG00000077458.12	7.920	17.771	-1.073	1.26e-66
NAALAD2	ENSG00000077616.10	0.310	1.780	-1.086	1.05e-136
FGFR1	ENSG00000077782.19	16.620	71.639	-2.044	1.63e-108
FBLN1	ENSG00000077942.17	58.012	364.707	-2.632	2.06e-144
ITGA8	ENSG00000077943.7	2.300	20.880	-2.729	1.43e-202
MAP2	ENSG00000078018.19	5.530	15.870	-1.369	8.24e-36
LAMP3	ENSG00000078081.7	22.920	95.922	-2.019	1.19e-14
NEBL	ENSG00000078114.18	9.240	25.671	-1.381	3.39e-84
ITM2A	ENSG00000078596.10	12.470	38.689	-1.559	6.49e-98
RUNX1T1	ENSG00000079102.16	0.750	4.140	-1.554	4.99e-160
SLC1A3	ENSG00000079215.13	4.330	13.300	-1.424	3.56e-64
MKNK1	ENSG00000079277.19	21.341	61.349	-1.481	2.49e-138
TNS1	ENSG00000079308.16	28.181	141.317	-2.286	1.64e-157
REXO1	ENSG00000079313.11	14.330	30.380	-1.033	4.40e-73
RAPGEF3	ENSG00000079337.15	4.690	29.871	-2.440	5.40e-151
PAFAH1B3	ENSG00000079462.7	54.462	10.630	2.254	2.05e-210
EPB41L2	ENSG00000079819.16	11.950	69.850	-2.452	4.97e-198
PTPRH	ENSG00000080031.9	3.260	0.120	1.927	3.87e-107
SESN1	ENSG00000080546.13	7.540	29.140	-1.819	6.00e-167
NDC80	ENSG00000080986.12	5.320	0.910	1.726	5.32e-98
PTPRC	ENSG00000081237.18	18.570	48.519	-1.339	6.42e-82
SMARCD3	ENSG00000082014.16	17.810	51.211	-1.473	1.64e-94
EPB41L3	ENSG00000082397.15	8.150	29.960	-1.759	1.52e-112
SERTAD4	ENSG00000082497.11	4.760	1.280	1.337	2.74e-61
GRHL2	ENSG00000083307.10	12.480	3.840	1.478	3.63e-118
FCN1	ENSG00000085265.10	6.650	36.790	-2.304	6.13e-113
MAP3K4	ENSG00000085511.19	6.810	14.900	-1.026	5.32e-120
PILRA	ENSG00000085514.15	12.580	29.970	-1.189	1.36e-74
IGSF9	ENSG00000085552.16	6.560	0.550	2.286	1.75e-145
WNT11	ENSG00000085741.12	0.880	4.990	-1.672	1.20e-99
ORC1	ENSG00000085840.12	2.050	0.500	1.024	5.98e-80
RAD54L	ENSG00000085999.11	3.350	0.910	1.187	1.85e-69
TMED2	ENSG00000086598.10	176.203	80.839	1.115	3.60e-117
PPP1R15A	ENSG00000087074.7	37.590	152.672	-1.994	7.92e-141
TMPRSS11E	ENSG00000087128.9	1.410	0.030	1.226	1.84e-64
PGS1	ENSG00000087157.18	20.189	55.448	-1.414	1.30e-115
UIMC1	ENSG00000087206.16	12.950	29.660	-1.136	3.74e-124
MMP2	ENSG00000087245.12	118.512	261.269	-1.134	4.01e-41
SH3BP2	ENSG00000087266.15	16.870	55.912	-1.671	2.70e-120
PHACTR3	ENSG00000087495.16	2.800	9.620	-1.483	3.87e-24
ERGIC2	ENSG00000087502.17	66.178	29.691	1.130	8.97e-118
TFAP2C	ENSG00000087510.6	7.590	1.580	1.735	1.65e-113
RFX2	ENSG00000087903.12	5.180	12.830	-1.162	7.27e-78
REM1	ENSG00000088320.3	0.730	3.370	-1.337	3.11e-113
TPX2	ENSG00000088325.15	14.670	1.230	2.813	7.70e-144
SIGLEC1	ENSG00000088827.12	4.780	14.740	-1.445	6.42e-63
F11	ENSG00000088926.13	0.220	2.430	-1.491	5.90e-42
TESC	ENSG00000088992.17	36.181	10.750	1.662	1.09e-31
P2RX7	ENSG00000089041.16	2.050	6.050	-1.209	1.70e-100
OAS1	ENSG00000089127.12	48.809	21.739	1.131	1.79e-53
PXN	ENSG00000089159.15	47.431	99.822	-1.058	6.87e-73
TBX5	ENSG00000089225.19	2.620	17.500	-2.354	4.91e-196
HEPH	ENSG00000089472.16	4.270	11.440	-1.239	1.14e-65
LTBP4	ENSG00000090006.17	48.190	299.787	-2.612	9.12e-170
MRPS33	ENSG00000090263.15	75.861	31.800	1.229	2.17e-138
IRAK3	ENSG00000090376.8	2.830	16.570	-2.198	2.07e-144
P3H2	ENSG00000090530.9	6.440	23.230	-1.703	3.62e-38
RAB11FIP3	ENSG00000090565.15	16.220	34.021	-1.024	3.93e-67
MCOLN1	ENSG00000090674.15	17.270	44.200	-1.307	2.24e-135
KIF4A	ENSG00000090889.11	4.040	0.300	1.955	1.39e-131
TNRC6A	ENSG00000090905.17	10.410	23.250	-1.088	1.31e-68
PLEKHG2	ENSG00000090924.14	15.310	37.281	-1.231	7.07e-36
PITPNM2	ENSG00000090975.12	3.970	17.179	-1.871	1.87e-152
NLRC4	ENSG00000091106.18	1.270	4.150	-1.182	1.00e-80
NRCAM	ENSG00000091129.19	1.150	4.650	-1.394	7.65e-45
LAMB1	ENSG00000091136.13	36.600	216.586	-2.533	1.74e-136
RAPGEF4	ENSG00000091428.17	1.470	11.780	-2.371	5.54e-217
SEL1L3	ENSG00000091490.10	72.932	32.210	1.155	2.05e-100
NLRP1	ENSG00000091592.15	8.280	39.719	-2.134	1.32e-137
ORC6	ENSG00000091651.8	4.840	1.290	1.351	1.19e-90
RGS17	ENSG00000091844.7	2.130	0.230	1.347	1.42e-86
JPH4	ENSG00000092051.16	0.370	1.810	-1.036	8.70e-127
SLC22A17	ENSG00000092096.14	7.070	16.180	-1.090	1.37e-44
TGM1	ENSG00000092295.11	1.020	5.320	-1.646	1.60e-140
SEMA6A	ENSG00000092421.16	1.450	16.781	-2.859	4.59e-238
TBX15	ENSG00000092607.13	1.930	0.460	1.005	1.41e-50
UNC13D	ENSG00000092929.11	18.010	56.861	-1.606	1.50e-85
VNN3	ENSG00000093134.13	0.450	4.250	-1.856	1.67e-96
FMO2	ENSG00000094963.13	7.200	97.247	-3.583	5.22e-207
MSH2	ENSG00000095002.12	13.870	5.580	1.176	1.28e-112
SH2D3C	ENSG00000095370.19	6.590	51.671	-2.795	3.55e-247
TBC1D2	ENSG00000095383.19	17.270	36.460	-1.036	1.33e-46
SORBS1	ENSG00000095637.20	4.360	28.819	-2.476	1.23e-188
TPSD1	ENSG00000095917.13	0.740	5.850	-1.977	2.89e-57
FKBP5	ENSG00000096060.14	24.729	90.603	-1.832	1.66e-47
PGC	ENSG00000096088.16	22.450	246.492	-3.400	2.05e-14
TMEM14A	ENSG00000096092.5	33.639	14.580	1.153	1.04e-102
JAK2	ENSG00000096968.12	3.750	10.950	-1.331	1.92e-142
PCSK5	ENSG00000099139.13	1.800	5.760	-1.272	2.87e-114
HSD17B7P2	ENSG00000099251.14	2.180	5.800	-1.096	4.13e-77
PALMD	ENSG00000099260.10	4.790	20.900	-1.919	1.21e-135
MZF1	ENSG00000099326.8	7.950	29.611	-1.774	1.27e-108
MYO9B	ENSG00000099331.13	37.880	106.343	-1.465	4.20e-109
PRKY	ENSG00000099725.14	0.020	3.730	-2.213	3.78e-34
MISP	ENSG00000099812.8	25.040	10.540	1.174	1.94e-40
IZUMO4	ENSG00000099840.13	2.610	7.120	-1.170	9.37e-43
GADD45B	ENSG00000099860.8	48.381	214.375	-2.125	2.91e-128
PALM	ENSG00000099864.17	7.520	27.500	-1.742	4.15e-123
LZTR1	ENSG00000099949.18	20.780	52.341	-1.292	4.13e-67
MMP11	ENSG00000099953.9	25.329	0.850	3.831	2.41e-170
P2RX6	ENSG00000099957.16	0.140	1.520	-1.144	1.78e-128
SUSD2	ENSG00000099994.10	23.831	94.601	-1.945	1.49e-38
PPM1F	ENSG00000100034.13	7.230	25.440	-1.684	1.20e-172
MFNG	ENSG00000100060.17	9.470	31.169	-1.619	1.07e-144
LRP5L	ENSG00000100068.11	3.490	8.870	-1.136	1.39e-47
PLA2G3	ENSG00000100078.3	0.320	2.200	-1.278	2.44e-38
PIK3IP1	ENSG00000100100.12	23.700	51.872	-1.098	2.17e-66
TTC28	ENSG00000100154.14	2.990	9.100	-1.340	4.01e-126
TPTEP1	ENSG00000100181.21	1.470	8.160	-1.891	2.35e-33
KDELR3	ENSG00000100196.10	34.210	9.670	1.722	5.28e-113
TIMP3	ENSG00000100234.11	89.510	585.732	-2.697	7.80e-152
PPP6R2	ENSG00000100239.15	23.520	52.621	-1.129	5.91e-83
SUN2	ENSG00000100242.15	50.639	133.379	-1.380	1.33e-119
PDGFB	ENSG00000100311.16	7.360	25.240	-1.650	9.83e-96
SYNGR1	ENSG00000100321.14	3.800	9.220	-1.090	6.83e-52
MTMR3	ENSG00000100330.15	13.810	30.199	-1.075	2.81e-67
GRAP2	ENSG00000100351.16	1.730	5.270	-1.200	1.99e-85
NCF4	ENSG00000100365.14	14.870	38.620	-1.320	7.78e-92
HDAC10	ENSG00000100429.17	19.370	41.720	-1.068	3.93e-51
SDR39U1	ENSG00000100445.16	35.740	73.470	-1.019	6.92e-61
POLE2	ENSG00000100479.12	4.840	1.620	1.156	8.06e-79
GNPNAT1	ENSG00000100522.8	15.560	6.310	1.180	2.19e-95
PLEK2	ENSG00000100558.8	13.620	1.550	2.519	2.96e-199
RIN3	ENSG00000100599.15	11.320	28.680	-1.268	8.93e-115
SIX4	ENSG00000100625.8	3.080	0.440	1.502	1.49e-121
GALNT16	ENSG00000100626.16	0.450	3.030	-1.475	8.49e-112
SRSF5	ENSG00000100650.15	141.916	376.524	-1.401	8.78e-120
GSKIP	ENSG00000100744.14	17.520	7.220	1.172	2.47e-115
PAPLN	ENSG00000100767.15	7.440	16.650	-1.064	7.52e-43
NFKBIA	ENSG00000100906.10	164.004	375.741	-1.191	1.25e-65
REC8	ENSG00000100918.12	9.200	35.240	-1.829	4.26e-77
MMP9	ENSG00000100985.7	30.519	10.000	1.519	1.40e-30
GINS1	ENSG00000101003.9	4.330	0.470	1.858	6.82e-151
MYBL2	ENSG00000101057.15	17.349	1.050	3.162	6.68e-138
TUBB1	ENSG00000101162.3	0.090	1.440	-1.163	3.82e-126
SLCO4A1	ENSG00000101187.15	3.610	77.578	-4.091	1.90e-135
PTK6	ENSG00000101213.6	9.100	2.770	1.422	3.16e-71
RASSF2	ENSG00000101265.15	6.780	24.281	-1.700	1.12e-144
SLC52A3	ENSG00000101276.14	4.330	1.020	1.400	4.83e-91
RSPO4	ENSG00000101282.8	0.500	9.640	-2.826	3.78e-188
SIRPB1	ENSG00000101307.15	2.660	11.820	-1.808	2.54e-100
FERMT1	ENSG00000101311.15	6.180	0.670	2.104	3.10e-162
PLCB4	ENSG00000101333.16	1.180	4.770	-1.404	1.77e-75
MYL9	ENSG00000101335.9	130.146	560.316	-2.098	6.66e-148
HCK	ENSG00000101336.12	17.310	37.449	-1.070	2.11e-51
TLDC2	ENSG00000101342.9	1.650	9.130	-1.935	1.20e-125
SAMHD1	ENSG00000101347.8	28.949	67.232	-1.188	1.82e-71
JAG1	ENSG00000101384.11	8.210	31.299	-1.810	2.77e-106
WFDC2	ENSG00000101443.17	755.924	157.695	2.254	1.14e-74
PPP1R16B	ENSG00000101445.9	2.510	6.380	-1.072	4.94e-67
MAP1LC3A	ENSG00000101460.12	24.570	63.910	-1.344	1.72e-73
PIGU	ENSG00000101464.10	25.340	12.030	1.015	1.99e-131
SMCHD1	ENSG00000101596.14	10.160	23.091	-1.110	4.34e-73
SMAD7	ENSG00000101665.8	14.200	33.499	-1.183	8.66e-92
POLI	ENSG00000101751.10	8.080	17.280	-1.010	1.99e-74
MXRA5	ENSG00000101825.7	11.740	3.830	1.399	1.48e-46
VSIG1	ENSG00000101842.13	1.860	0.270	1.171	3.43e-41
NXT2	ENSG00000101888.11	10.760	4.070	1.214	1.18e-108
PRPS2	ENSG00000101911.12	24.721	10.960	1.105	9.01e-119
SRPX	ENSG00000101955.14	3.990	47.408	-3.278	2.18e-210
SYP	ENSG00000102003.10	0.960	3.580	-1.225	5.39e-50
RENBP	ENSG00000102032.12	14.030	31.879	-1.129	2.04e-56
RS1	ENSG00000102104.8	0.050	1.860	-1.446	5.61e-188
PCSK1N	ENSG00000102109.8	5.550	2.110	1.075	1.85e-22
TAZ	ENSG00000102125.15	24.130	62.141	-1.329	7.42e-72
GATA1	ENSG00000102145.13	0.090	1.600	-1.254	4.43e-185
PHEX	ENSG00000102174.8	0.400	2.050	-1.123	9.37e-111
GABRE	ENSG00000102287.16	5.500	26.600	-2.086	2.98e-63
KLF8	ENSG00000102349.14	2.400	7.360	-1.298	2.32e-98
SYTL4	ENSG00000102362.15	5.680	17.560	-1.474	6.42e-84
SGCG	ENSG00000102683.7	0.140	2.840	-1.752	4.21e-191
FLT1	ENSG00000102755.10	8.900	20.201	-1.099	1.49e-65
RGCC	ENSG00000102760.12	51.929	607.650	-3.523	2.04e-256
MEDAG	ENSG00000102802.9	2.570	7.740	-1.292	3.78e-40
PLLP	ENSG00000102934.9	16.829	58.201	-1.731	2.20e-73
ZNF423	ENSG00000102935.11	0.760	3.130	-1.231	1.65e-137
MMP15	ENSG00000102996.4	24.710	9.630	1.274	9.44e-72
NDRG4	ENSG00000103034.14	3.070	32.030	-3.021	1.63e-156
SLC7A6	ENSG00000103064.13	6.870	17.701	-1.249	5.59e-91
FA2H	ENSG00000103089.8	8.010	1.510	1.844	7.83e-109
TAF1C	ENSG00000103168.16	15.870	56.009	-1.757	7.90e-107
WFDC1	ENSG00000103175.10	3.050	25.210	-2.694	1.66e-175
FOXF1	ENSG00000103241.6	2.150	27.500	-3.178	1.50e-271
SLC7A5	ENSG00000103257.8	25.080	8.540	1.451	5.07e-64
MEFV	ENSG00000103313.11	0.350	4.700	-2.078	2.85e-205
PIEZO1	ENSG00000103335.19	54.640	150.007	-1.440	3.18e-92
TOX3	ENSG00000103460.16	7.640	0.620	2.415	1.88e-106
RRN3P2	ENSG00000103472.9	0.630	3.310	-1.403	3.34e-124
QPRT	ENSG00000103485.17	26.051	11.280	1.139	1.06e-20
TMC5	ENSG00000103534.16	46.019	20.890	1.103	5.83e-33
HERC1	ENSG00000103657.13	15.810	42.051	-1.357	6.25e-138
RASL12	ENSG00000103710.10	4.830	30.519	-2.435	9.17e-202
ZNF106	ENSG00000103994.16	7.830	19.471	-1.213	7.75e-103
RHOV	ENSG00000104140.6	9.030	0.690	2.569	3.75e-88
OIP5	ENSG00000104147.8	2.460	0.420	1.285	6.79e-102
PDGFRL	ENSG00000104213.12	8.840	3.240	1.215	2.04e-47
SFRP1	ENSG00000104332.11	0.440	2.440	-1.256	1.65e-29
LAPTM4B	ENSG00000104341.16	127.406	31.040	2.003	4.94e-150
ESRP1	ENSG00000104413.15	44.640	15.150	1.499	7.03e-134
NCALD	ENSG00000104490.17	7.530	17.900	-1.148	4.70e-69
TSTA3	ENSG00000104522.15	98.379	46.410	1.068	9.91e-107
PYCRL	ENSG00000104524.13	10.770	4.420	1.119	2.65e-103
ERICH1	ENSG00000104714.13	10.470	24.100	-1.130	5.94e-107
MCM4	ENSG00000104738.16	25.500	7.030	1.723	1.95e-118
FGL1	ENSG00000104760.16	2.390	0.420	1.255	3.32e-31
KCNN4	ENSG00000104783.11	31.421	7.370	1.954	1.17e-58
SNRNP70	ENSG00000104852.14	104.379	214.613	-1.033	9.51e-51
RNASEH2A	ENSG00000104889.4	23.011	8.950	1.271	5.94e-111
LYL1	ENSG00000104903.4	4.610	12.700	-1.288	2.29e-91
RETN	ENSG00000104918.7	2.280	28.130	-3.151	3.41e-129
IL4I1	ENSG00000104951.15	8.970	1.770	1.848	9.54e-94
NOVA2	ENSG00000104967.6	0.720	7.720	-2.342	1.18e-273
LILRB1	ENSG00000104972.14	4.430	14.220	-1.487	4.58e-89
LILRA1	ENSG00000104974.10	0.520	2.850	-1.341	9.17e-140
TNNT1	ENSG00000105048.16	10.240	3.750	1.243	6.35e-21
RASAL3	ENSG00000105122.12	5.250	19.120	-1.687	1.82e-91
EPHX3	ENSG00000105131.7	11.160	1.990	2.024	8.18e-99
SYDE1	ENSG00000105137.12	3.990	17.370	-1.880	1.17e-164
PRX	ENSG00000105227.14	2.390	44.099	-3.734	1.18e-273
NUMBL	ENSG00000105245.9	9.320	22.860	-1.209	2.42e-59
NKG7	ENSG00000105374.9	13.590	36.460	-1.360	6.83e-47
ICAM5	ENSG00000105376.4	2.820	13.970	-1.970	3.05e-93
TYK2	ENSG00000105397.13	56.129	143.608	-1.340	3.71e-64
PTPRS	ENSG00000105426.14	8.370	28.359	-1.648	7.42e-102
PLA2G4C	ENSG00000105499.13	5.340	19.240	-1.675	1.95e-109
SIGLEC5	ENSG00000105501.11	0.670	2.860	-1.209	3.67e-94
LPPR2	ENSG00000105520.10	13.280	30.560	-1.144	2.60e-73
RASIP1	ENSG00000105538.8	3.860	37.809	-2.997	6.99e-242
MIER2	ENSG00000105556.10	14.000	31.399	-1.111	3.70e-84
LILRB5	ENSG00000105609.16	1.990	10.720	-1.971	1.19e-110
JAK3	ENSG00000105639.18	5.290	12.950	-1.149	1.46e-37
HAMP	ENSG00000105697.7	2.940	0.740	1.179	1.53e-31
LSR	ENSG00000105699.16	155.772	37.770	2.016	4.03e-162
PBX4	ENSG00000105717.13	2.440	6.550	-1.134	4.10e-58
TFPI2	ENSG00000105825.11	17.380	4.540	1.730	1.27e-27
NAMPT	ENSG00000105835.11	78.732	173.946	-1.134	1.32e-25
PON3	ENSG00000105852.10	34.350	12.280	1.412	1.67e-41
WDR91	ENSG00000105875.13	11.740	27.270	-1.150	6.62e-60
PTN	ENSG00000105894.11	3.350	12.200	-1.601	8.38e-49
TFEC	ENSG00000105967.15	2.680	9.590	-1.525	1.33e-105
MET	ENSG00000105976.14	30.930	7.290	1.946	3.01e-59
WNT2	ENSG00000105989.8	3.590	11.850	-1.485	2.31e-83
HOXA3	ENSG00000105997.22	1.930	5.310	-1.107	8.69e-33
HOXA5	ENSG00000106004.4	3.300	18.960	-2.215	2.84e-174
NOD1	ENSG00000106100.10	8.520	18.760	-1.054	8.64e-75
EPHB6	ENSG00000106123.11	1.850	9.080	-1.823	3.87e-99
NUDT1	ENSG00000106268.15	30.370	14.370	1.029	9.16e-102
SERPINE1	ENSG00000106366.8	23.831	85.603	-1.802	2.60e-54
RPA3	ENSG00000106399.11	40.461	18.420	1.094	4.64e-103
TMEM106B	ENSG00000106460.18	28.709	9.190	1.544	1.37e-155
SFRP4	ENSG00000106483.11	21.880	9.600	1.110	1.10e-13
MEOX2	ENSG00000106511.5	1.700	10.370	-2.074	6.11e-132
RARRES2	ENSG00000106538.9	123.348	373.068	-1.589	4.75e-90
LIMK1	ENSG00000106683.14	32.219	15.040	1.050	6.23e-77
SLC1A1	ENSG00000106688.11	4.000	11.160	-1.282	6.67e-49
PRUNE2	ENSG00000106772.17	2.140	6.170	-1.191	7.02e-52
OGN	ENSG00000106809.10	1.160	11.410	-2.522	4.03e-110
TLE4	ENSG00000106829.18	6.140	16.300	-1.277	3.36e-102
LHX6	ENSG00000106852.15	0.940	2.940	-1.022	9.30e-65
RIC1	ENSG00000107036.11	4.990	11.620	-1.075	1.27e-101
TYRP1	ENSG00000107165.12	0.750	2.880	-1.149	9.01e-48
MPDZ	ENSG00000107186.16	4.870	15.300	-1.473	4.73e-137
PIP5K1B	ENSG00000107242.17	2.290	12.280	-2.013	5.24e-99
RAPGEF1	ENSG00000107263.18	20.910	43.290	-1.015	5.60e-90
NPDC1	ENSG00000107281.9	28.839	129.417	-2.128	5.39e-114
SH3GL2	ENSG00000107295.9	0.060	1.150	-1.020	7.70e-75
PTGDS	ENSG00000107317.11	83.562	464.456	-2.461	5.21e-108
PDLIM1	ENSG00000107438.8	122.853	297.057	-1.267	2.13e-112
PALD1	ENSG00000107719.8	3.570	17.259	-1.998	3.29e-168
SPOCK2	ENSG00000107742.12	13.140	68.331	-2.294	2.68e-125
NPM3	ENSG00000107833.10	38.101	13.220	1.459	8.01e-139
MAP3K8	ENSG00000107968.9	11.440	55.050	-2.172	2.94e-180
