Gene Symbol	Gene ID	Median (Tumor)	Median (Normal)	Log2(Fold Change)	adjp
CTC-518P12.6	ENSG00000267484.1	1.010	0.000	1.007	7.83e-65
CTC-524C5.2	ENSG00000263272.1	1.750	6.700	-1.485	6.68e-88
CTC-526N19.1	ENSG00000277013.1	4.255	1.110	1.316	1.02e-61
CTC-529I10.1	ENSG00000275413.1	0.805	4.580	-1.628	7.99e-119
CTC-529I10.2	ENSG00000227782.2	0.930	5.275	-1.701	9.62e-127
CTC-564N23.2	ENSG00000250615.1	4.855	13.490	-1.307	8.44e-83
CTC1	ENSG00000178971.13	8.930	36.270	-1.908	3.28e-172
CTD-2006C1.2	ENSG00000219665.8	3.340	7.835	-1.026	3.23e-80
CTD-2007L18.5	ENSG00000260808.1	0.390	1.995	-1.107	1.27e-96
CTD-2008L17.1	ENSG00000267327.1	1.815	0.000	1.493	8.77e-97
CTD-2010I16.1	ENSG00000254595.1	0.440	2.065	-1.090	1.02e-152
CTD-2013N17.6	ENSG00000280332.1	0.530	2.555	-1.216	2.17e-115
CTD-2013N24.2	ENSG00000244513.6	1.115	5.785	-1.682	4.55e-189
CTD-2017F17.2	ENSG00000274383.1	2.325	6.890	-1.247	5.10e-57
CTD-2020K17.1	ENSG00000267121.5	1.385	11.245	-2.360	1.17e-132
CTD-2021H9.3	ENSG00000258053.1	1.695	0.000	1.430	4.50e-91
CTD-2026K11.1	ENSG00000260892.1	0.100	2.855	-1.809	2.22e-91
CTD-2026K11.6	ENSG00000203392.3	0.380	2.050	-1.144	6.56e-119
CTD-2033D15.2	ENSG00000276107.1	0.370	10.070	-3.014	2.62e-150
CTD-2033D15.3	ENSG00000278621.1	0.280	11.250	-3.259	2.52e-214
CTD-2036P10.6	ENSG00000274403.1	0.240	1.680	-1.112	4.91e-143
CTD-2047H16.4	ENSG00000263069.5	0.390	2.055	-1.136	5.78e-153
CTD-2135D7.5	ENSG00000262097.1	0.120	2.005	-1.424	7.29e-139
CTD-2147F2.1	ENSG00000259485.1	2.625	0.000	1.858	4.62e-84
CTD-2192J16.22	ENSG00000269242.1	2.505	17.710	-2.416	8.30e-119
CTD-2224J9.8	ENSG00000213777.5	0.090	1.385	-1.130	2.80e-132
CTD-2231H16.1	ENSG00000249430.1	2.510	0.220	1.525	1.02e-83
CTD-2235C13.1	ENSG00000242198.1	0.285	2.070	-1.256	1.89e-138
CTD-2240E14.4	ENSG00000267387.1	0.190	1.415	-1.021	1.12e-135
CTD-2256P15.2	ENSG00000259802.1	3.545	0.790	1.344	5.84e-134
CTD-2260A17.1	ENSG00000248734.2	0.400	2.000	-1.100	1.21e-162
CTD-2267D19.1	ENSG00000278918.1	0.120	1.885	-1.365	4.10e-227
CTD-2270P14.1	ENSG00000260565.6	2.105	10.420	-1.879	3.24e-145
CTD-2303H24.2	ENSG00000273018.5	1.310	6.995	-1.791	4.84e-92
CTD-2319I12.4	ENSG00000267248.1	0.830	2.870	-1.080	1.55e-96
CTD-2325P2.4	ENSG00000259038.1	1.220	0.000	1.151	7.22e-37
CTD-2368P22.1	ENSG00000176593.7	1.510	4.625	-1.164	1.48e-80
CTD-2369P2.8	ENSG00000267607.1	0.400	2.025	-1.112	3.51e-75
CTD-2373N4.3	ENSG00000279041.1	0.350	3.350	-1.688	3.74e-216
CTD-2510F5.4	ENSG00000265415.1	3.530	0.240	1.869	1.89e-186
CTD-2517M22.14	ENSG00000255182.2	1.660	5.040	-1.183	3.79e-46
CTD-2523D13.2	ENSG00000254854.1	1.170	0.000	1.118	9.36e-111
CTD-2527I21.14	ENSG00000271032.1	0.540	4.200	-1.756	5.59e-132
CTD-2531D15.5	ENSG00000255126.1	0.140	3.710	-2.047	1.49e-99
CTD-2537I9.12	ENSG00000267523.1	4.785	20.235	-1.876	4.64e-68
CTD-2545G14.4	ENSG00000279812.1	0.000	3.400	-2.138	1.77e-41
CTD-2545M3.8	ENSG00000268518.1	0.130	2.675	-1.701	2.26e-160
CTD-2562J17.6	ENSG00000279117.1	1.975	27.615	-3.266	1.06e-246
CTD-2589M5.4	ENSG00000255007.1	0.000	1.340	-1.227	1.52e-76
CTD-2619J13.13	ENSG00000268307.1	2.415	0.460	1.226	8.92e-64
CTD-2647L4.4	ENSG00000259366.1	0.985	5.555	-1.723	4.22e-169
CTD-2647L4.5	ENSG00000259607.1	0.030	2.785	-1.878	8.55e-60
CTD-2651B20.1	ENSG00000259539.1	0.000	1.235	-1.160	2.69e-77
CTD-3035K23.7	ENSG00000274565.1	0.550	6.325	-2.241	6.28e-194
CTD-3064M3.3	ENSG00000261655.1	0.240	2.385	-1.449	1.33e-175
CTD-3088G3.8	ENSG00000188897.8	0.490	4.015	-1.751	8.54e-123
CTD-3092A11.1	ENSG00000215302.8	0.660	3.325	-1.382	2.82e-135
CTD-3092A11.2	ENSG00000270055.1	2.985	17.410	-2.208	2.12e-131
CTD-3128G10.6	ENSG00000269680.1	0.770	4.080	-1.521	5.69e-129
CTD-3128G10.7	ENSG00000276980.1	0.340	1.870	-1.099	5.96e-68
CTD-3157E16.2	ENSG00000276855.1	5.480	13.975	-1.208	9.32e-90
CTD-3184A7.4	ENSG00000232442.1	4.225	17.995	-1.862	1.35e-106
CTD-3214H19.16	ENSG00000269711.1	0.000	20.300	-4.413	2.71e-204
CTD-3252C9.4	ENSG00000267519.3	12.510	40.820	-1.630	5.15e-74
CTGF	ENSG00000118523.5	55.564	220.379	-1.969	1.20e-71
CTHRC1	ENSG00000164932.12	63.410	5.295	3.355	3.11e-167
CTIF	ENSG00000134030.13	7.005	19.295	-1.342	7.04e-132
CTRL	ENSG00000141086.17	0.500	2.365	-1.166	3.13e-108
CTSE	ENSG00000196188.10	9.575	33.320	-1.698	1.27e-29
CTSG	ENSG00000100448.3	0.745	6.740	-2.149	1.24e-91
CTSH	ENSG00000103811.15	221.336	712.698	-1.683	1.03e-32
CTSO	ENSG00000256043.2	9.940	23.210	-1.146	1.27e-81
CTSS	ENSG00000163131.10	73.129	149.245	-1.019	2.18e-26
CTSV	ENSG00000136943.10	22.579	0.540	3.937	2.52e-229
CTSW	ENSG00000172543.7	4.125	13.730	-1.523	8.17e-60
CUL9	ENSG00000112659.13	14.390	30.899	-1.052	6.29e-48
CWC25	ENSG00000273559.4	11.165	25.175	-1.105	9.07e-107
CXADR	ENSG00000154639.18	22.525	4.150	2.192	7.49e-149
CXCL10	ENSG00000169245.5	27.405	6.885	1.849	4.18e-39
CXCL12	ENSG00000107562.16	12.665	47.715	-1.834	7.69e-81
CXCL13	ENSG00000156234.7	19.619	0.435	3.845	1.74e-123
CXCL14	ENSG00000145824.12	42.808	3.525	3.275	1.26e-92
CXCL16	ENSG00000161921.14	50.033	104.676	-1.050	1.37e-66
CXCL17	ENSG00000189377.8	53.686	129.642	-1.256	9.00e-6
CXCL2	ENSG00000081041.8	8.290	72.808	-2.990	2.37e-110
CXCL3	ENSG00000163734.4	3.015	17.235	-2.183	5.21e-102
CXCL5	ENSG00000163735.6	1.230	5.025	-1.434	8.45e-31
CXCL6	ENSG00000124875.9	3.580	0.595	1.522	4.26e-33
CXCL9	ENSG00000138755.5	19.115	4.755	1.805	4.74e-32
CXCR1	ENSG00000163464.7	0.205	6.115	-2.562	3.92e-175
CXCR2	ENSG00000180871.7	0.585	4.670	-1.839	5.32e-107
CXorf36	ENSG00000147113.16	2.010	12.785	-2.195	5.56e-213
CXorf65	ENSG00000204165.5	0.390	2.550	-1.353	3.22e-105
CXXC1	ENSG00000154832.14	34.919	75.303	-1.087	1.80e-57
CYB5A	ENSG00000166347.18	108.090	311.243	-1.517	1.05e-81
CYB5R2	ENSG00000166394.14	32.089	13.880	1.153	1.03e-38
CYBB	ENSG00000165168.7	11.965	29.065	-1.213	8.97e-39
CYBRD1	ENSG00000071967.11	21.425	90.571	-2.030	4.87e-141
CYC1	ENSG00000179091.4	162.050	71.100	1.177	1.07e-119
CYCS	ENSG00000172115.8	123.220	50.059	1.283	6.09e-117
CYCSP6	ENSG00000214429.3	2.555	0.000	1.830	8.65e-96
CYFIP2	ENSG00000055163.18	6.930	26.339	-1.786	1.05e-136
CYGB	ENSG00000161544.9	9.070	26.085	-1.427	2.39e-103
CYP1B1-AS1	ENSG00000232973.11	0.450	2.395	-1.227	1.02e-125
CYP24A1	ENSG00000019186.9	4.435	0.125	2.272	5.07e-59
CYP26A1	ENSG00000095596.11	1.265	0.100	1.042	5.58e-51
CYP27A1	ENSG00000135929.8	15.320	74.550	-2.211	5.50e-132
CYP2B7P	ENSG00000256612.7	2.360	100.023	-4.910	1.71e-199
CYP2C18	ENSG00000108242.12	2.155	0.255	1.330	8.92e-67
CYP2D7	ENSG00000205702.10	1.640	4.645	-1.096	1.33e-35
CYP2S1	ENSG00000167600.13	51.918	5.560	3.012	1.98e-107
CYP3A5	ENSG00000106258.13	0.875	17.680	-3.317	1.67e-169
CYP4B1	ENSG00000142973.12	4.520	145.094	-4.726	4.36e-183
CYP4F11	ENSG00000171903.16	5.350	0.465	2.116	3.22e-66
CYP4F12	ENSG00000186204.14	0.970	4.000	-1.344	1.56e-45
CYP4F29P	ENSG00000228314.1	0.590	3.030	-1.342	6.27e-32
CYP4V2	ENSG00000145476.15	4.280	12.330	-1.336	1.87e-112
CYP4Z1	ENSG00000186160.4	0.140	1.455	-1.107	4.35e-76
CYR61	ENSG00000142871.15	45.105	313.310	-2.769	7.17e-130
CYSTM1	ENSG00000120306.9	45.266	104.166	-1.185	7.63e-115
CYTH1	ENSG00000108669.16	30.780	70.104	-1.162	2.61e-108
CYTH3	ENSG00000008256.15	8.270	21.925	-1.306	5.54e-119
CYTH4	ENSG00000100055.20	5.820	24.050	-1.877	3.69e-132
CYTIP	ENSG00000115165.9	6.540	20.965	-1.543	4.12e-90
CYYR1	ENSG00000166265.11	2.925	15.200	-2.045	2.94e-161
D2HGDH	ENSG00000180902.16	11.165	28.864	-1.296	3.15e-56
D4S234E	ENSG00000168824.14	5.175	0.865	1.727	1.53e-60
DAAM2	ENSG00000146122.16	1.800	16.975	-2.682	6.47e-258
DAB2	ENSG00000153071.14	13.895	61.375	-2.066	6.34e-152
DAB2IP	ENSG00000136848.16	12.995	29.615	-1.129	1.69e-69
DACH1	ENSG00000276644.4	0.700	3.380	-1.365	1.20e-89
DACT1	ENSG00000165617.14	2.630	6.300	-1.008	9.49e-37
DACT2	ENSG00000164488.11	2.340	0.625	1.039	1.15e-31
DACT3	ENSG00000197380.10	1.885	9.945	-1.924	1.59e-145
DAPK1	ENSG00000196730.12	6.270	33.849	-2.261	9.73e-147
DAPK2	ENSG00000035664.11	4.035	35.745	-2.867	2.14e-219
DAPL1	ENSG00000163331.10	74.519	0.445	5.708	9.85e-156
DARS-AS1	ENSG00000231890.7	3.870	1.220	1.133	4.61e-108
DARS2	ENSG00000117593.9	15.490	5.105	1.434	2.98e-148
DAW1	ENSG00000123977.9	0.150	1.665	-1.213	1.07e-72
DBF4	ENSG00000006634.7	13.705	4.140	1.516	1.39e-163
DBH-AS1	ENSG00000225756.1	0.440	2.815	-1.406	1.62e-106
DCAF13	ENSG00000164934.13	41.685	12.400	1.671	4.90e-186
DCAF8	ENSG00000132716.18	48.895	107.206	-1.117	1.87e-74
DCDC2	ENSG00000146038.11	0.200	1.480	-1.047	2.13e-91
DCHS1	ENSG00000166341.7	1.740	8.990	-1.866	1.68e-151
DCLK2	ENSG00000170390.14	0.715	3.575	-1.416	8.08e-128
DCN	ENSG00000011465.16	222.428	1126.435	-2.335	2.42e-100
DCSTAMP	ENSG00000164935.6	0.765	3.915	-1.478	1.94e-80
DCTPP1	ENSG00000179958.8	59.434	17.795	1.685	3.85e-162
DCUN1D1	ENSG00000043093.13	29.065	7.430	1.834	7.99e-147
DCUN1D3	ENSG00000188215.9	3.500	8.065	-1.010	2.46e-112
DCUN1D5	ENSG00000137692.11	40.109	14.805	1.379	4.91e-144
DDAH1	ENSG00000153904.18	5.750	17.690	-1.469	2.32e-93
DDAH2	ENSG00000213722.8	36.026	85.070	-1.217	5.52e-75
DDIAS	ENSG00000165490.12	6.460	0.640	2.185	4.23e-203
DDO	ENSG00000203797.9	0.560	2.460	-1.149	8.76e-104
DDR1	ENSG00000204580.11	182.151	45.060	1.991	2.39e-152
DDR2	ENSG00000162733.16	2.805	14.290	-2.007	1.67e-140
DDX17	ENSG00000100201.18	101.694	306.734	-1.583	4.85e-124
DDX26B	ENSG00000165359.14	3.490	8.120	-1.022	5.97e-54
DDX3Y	ENSG00000067048.16	5.230	34.446	-2.508	1.32e-14
DDX5	ENSG00000108654.11	308.472	671.735	-1.120	7.72e-100
DDX60L	ENSG00000181381.13	4.525	15.290	-1.560	8.64e-123
DEFA1	ENSG00000206047.2	0.210	69.425	-5.863	4.13e-223
DEFA1B	ENSG00000240247.6	0.100	73.922	-6.090	9.67e-223
DEFA3	ENSG00000239839.5	0.000	26.934	-4.804	2.30e-164
DEFA4	ENSG00000164821.4	0.000	3.730	-2.242	1.88e-120
DEFB1	ENSG00000164825.3	15.235	3.105	1.984	2.13e-35
DENND1C	ENSG00000205744.9	9.630	22.099	-1.120	8.48e-98
DENND2A	ENSG00000146966.12	1.380	13.790	-2.636	2.00e-248
DENND3	ENSG00000105339.10	7.785	115.519	-3.729	1.31e-268
DENND4B	ENSG00000198837.9	17.554	63.440	-1.796	1.24e-118
DENND4C	ENSG00000137145.20	7.720	19.655	-1.244	3.70e-133
DENR	ENSG00000139726.10	40.170	16.805	1.209	1.29e-163
DEPDC1	ENSG00000024526.16	5.140	0.160	2.404	1.94e-267
DEPDC1B	ENSG00000035499.12	6.660	0.320	2.537	2.95e-266
DERL3	ENSG00000099958.14	31.240	9.140	1.669	3.56e-44
DES	ENSG00000175084.11	1.485	148.853	-5.914	3.39e-317
DGKD	ENSG00000077044.9	6.780	39.244	-2.371	7.62e-168
DGUOK-AS1	ENSG00000237883.1	6.595	1.760	1.460	2.08e-86
DHCR7	ENSG00000172893.15	58.695	23.995	1.256	6.03e-69
DHFR	ENSG00000228716.6	13.555	4.900	1.303	3.44e-125
DHFRP1	ENSG00000188985.6	8.460	1.275	2.056	2.17e-147
DHX58	ENSG00000108771.12	10.720	22.730	-1.018	9.62e-63
DIAPH3	ENSG00000139734.17	2.930	0.800	1.127	1.17e-108
DIO2	ENSG00000211448.11	3.670	0.370	1.769	3.36e-90
DIO3	ENSG00000197406.7	0.210	1.980	-1.300	7.91e-91
DIO3OS	ENSG00000258498.6	0.685	30.969	-4.246	6.48e-243
DIP2A	ENSG00000160305.17	9.050	25.789	-1.414	1.96e-105
DIP2B	ENSG00000066084.12	14.965	6.800	1.033	7.46e-81
DIRAS3	ENSG00000162595.4	0.555	2.745	-1.268	1.63e-71
DISP1	ENSG00000154309.8	1.455	9.270	-2.065	9.60e-224
DIXDC1	ENSG00000150764.13	2.355	6.695	-1.198	1.68e-111
DKC1	ENSG00000130826.15	63.950	22.079	1.493	1.86e-140
DKK1	ENSG00000107984.9	6.335	1.385	1.621	1.89e-51
DKK2	ENSG00000155011.8	0.735	3.230	-1.286	2.03e-75
DKK3	ENSG00000050165.17	53.461	177.490	-1.713	7.12e-94
DLC1	ENSG00000164741.14	3.115	55.115	-3.769	7.94e-293
DLEC1	ENSG00000008226.19	0.370	3.000	-1.546	9.01e-62
DLEU1	ENSG00000176124.11	8.720	3.220	1.204	5.29e-147
DLEU1_1	ENSG00000276089.1	3.940	0.795	1.461	1.63e-29
DLG1	ENSG00000075711.20	45.155	20.950	1.072	2.74e-84
DLG4	ENSG00000132535.18	5.370	20.695	-1.768	1.02e-141
DLGAP5	ENSG00000126787.12	11.235	0.390	3.138	9.80e-294
DLK2	ENSG00000171462.14	7.115	0.500	2.436	3.78e-142
DLL4	ENSG00000128917.6	3.775	17.390	-1.945	2.96e-148
DLX5	ENSG00000105880.4	9.245	0.175	3.124	1.04e-153
DLX6	ENSG00000006377.10	3.100	0.000	2.036	8.77e-134
DLX6-AS1	ENSG00000231764.8	1.550	0.005	1.343	1.38e-106
DMBT1	ENSG00000187908.15	4.309	22.164	-2.125	1.65e-20
DMD	ENSG00000198947.14	2.555	6.450	-1.067	8.53e-43
DMPK	ENSG00000104936.17	12.885	64.455	-2.237	5.70e-138
DMRT2	ENSG00000173253.14	5.560	1.195	1.579	7.07e-28
DMRTA2	ENSG00000142700.11	1.305	0.010	1.190	1.43e-77
DMTF1	ENSG00000135164.18	22.985	77.950	-1.719	7.04e-113
DMXL2	ENSG00000104093.13	9.740	37.019	-1.824	3.44e-137
DNAAF1	ENSG00000154099.17	0.690	5.660	-1.978	3.05e-83
DNAH1	ENSG00000114841.17	1.240	9.805	-2.270	1.06e-200
DNAH12	ENSG00000174844.14	0.100	1.510	-1.190	9.02e-71
DNAH14	ENSG00000185842.14	9.080	2.950	1.352	5.94e-75
DNAH17	ENSG00000187775.16	1.930	4.960	-1.024	7.37e-12
DNAI1	ENSG00000122735.15	0.165	1.830	-1.280	9.28e-57
DNAI2	ENSG00000171595.13	0.140	1.360	-1.050	5.81e-51
DNAJB11	ENSG00000090520.10	171.141	82.044	1.052	3.12e-102
DNAJC18	ENSG00000170464.9	4.325	10.525	-1.114	1.37e-82
DNAJC19	ENSG00000205981.6	55.205	23.325	1.208	2.35e-105
DNAJC19P9	ENSG00000258608.1	4.670	0.430	1.987	1.08e-131
DNALI1	ENSG00000163879.10	2.435	13.470	-2.075	6.14e-101
DNASE1L3	ENSG00000163687.13	2.190	8.295	-1.543	9.09e-56
DNHD1	ENSG00000179532.12	2.160	13.360	-2.184	3.47e-155
DNM2	ENSG00000079805.16	59.854	146.519	-1.277	2.08e-130
DNM3	ENSG00000197959.13	1.010	4.290	-1.396	1.21e-120
DNM3OS	ENSG00000230630.2	0.330	1.740	-1.043	8.26e-99
DNMT3B	ENSG00000088305.18	2.220	0.590	1.018	1.97e-86
DOCK10	ENSG00000135905.18	3.970	9.345	-1.058	3.99e-63
DOCK11	ENSG00000147251.15	4.520	21.295	-2.014	2.46e-210
DOCK2	ENSG00000134516.15	4.815	23.895	-2.098	5.00e-165
DOCK4	ENSG00000128512.19	3.410	30.404	-2.832	1.76e-278
DOCK5	ENSG00000147459.17	3.380	14.330	-1.807	3.04e-157
DOCK6	ENSG00000130158.13	17.310	79.195	-2.131	7.76e-161
DOCK8	ENSG00000107099.15	3.770	14.935	-1.740	2.49e-136
DOCK9	ENSG00000088387.17	27.965	100.687	-1.812	3.11e-139
DOK1	ENSG00000115325.13	7.650	16.810	-1.042	1.73e-85
DOK2	ENSG00000147443.12	5.570	28.400	-2.162	7.46e-154
DOK3	ENSG00000146094.13	5.800	30.570	-2.215	8.02e-158
DOK4	ENSG00000125170.10	10.015	22.351	-1.084	1.45e-77
DOK6	ENSG00000206052.10	0.410	2.030	-1.104	6.25e-48
DOPEY1	ENSG00000083097.14	3.415	9.415	-1.238	1.62e-120
DOT1L	ENSG00000104885.17	7.485	17.869	-1.153	2.46e-78
DPCR1	ENSG00000168631.11	0.040	2.835	-1.883	5.32e-134
DPEP2	ENSG00000167261.13	1.780	16.540	-2.657	4.19e-211
DPH1	ENSG00000108963.17	16.425	40.485	-1.251	2.57e-97
DPH6	ENSG00000134146.11	13.820	5.670	1.152	3.59e-109
DPP3	ENSG00000254986.7	48.150	21.770	1.110	3.14e-118
DPP4	ENSG00000197635.9	2.850	8.490	-1.301	2.02e-42
DPT	ENSG00000143196.4	8.555	38.979	-2.065	3.02e-87
DPY19L2	ENSG00000177990.11	0.570	2.450	-1.136	9.75e-58
DPY30	ENSG00000162961.13	101.307	45.255	1.145	2.46e-149
DPYD	ENSG00000188641.12	7.605	22.555	-1.453	1.55e-101
DPYSL2	ENSG00000092964.16	13.420	85.900	-2.591	3.27e-217
DQX1	ENSG00000144045.13	3.990	0.230	2.020	6.56e-146
DRAM1	ENSG00000136048.13	15.300	45.320	-1.507	8.56e-94
DRG1	ENSG00000185721.11	68.270	31.519	1.091	4.43e-124
DSC2	ENSG00000134755.14	30.985	3.340	2.882	9.85e-188
DSC3	ENSG00000134762.16	50.485	0.130	5.510	3.30e-224
DSCC1	ENSG00000136982.5	6.725	1.075	1.896	6.18e-203
DSEL	ENSG00000171451.13	0.710	2.955	-1.210	7.15e-102
DSG1-AS1	ENSG00000266729.5	1.545	0.000	1.348	1.15e-96
DSG2	ENSG00000046604.12	65.032	4.955	3.471	2.39e-248
DSG3	ENSG00000134757.4	61.479	0.040	5.909	2.90e-219
DSN1	ENSG00000149636.15	16.135	7.335	1.040	4.99e-108
DSP	ENSG00000096696.13	129.552	5.000	4.444	4.96e-303
DST	ENSG00000151914.17	74.235	200.012	-1.418	6.22e-64
DTD2	ENSG00000129480.12	12.895	5.670	1.059	2.42e-91
DTHD1	ENSG00000197057.8	0.260	1.655	-1.075	1.21e-64
DTL	ENSG00000143476.17	12.630	1.010	2.762	1.27e-199
DTNA	ENSG00000134769.21	4.615	12.760	-1.293	6.53e-58
DTX4	ENSG00000110042.7	7.000	18.700	-1.300	5.41e-92
DTYMK	ENSG00000168393.12	38.849	13.480	1.460	7.48e-157
DUOX1	ENSG00000137857.17	14.480	87.054	-2.508	4.34e-131
DUOXA1	ENSG00000140254.12	15.985	55.079	-1.723	1.06e-71
DUSP1	ENSG00000120129.5	66.180	666.240	-3.312	1.93e-196
DUSP14	ENSG00000276023.4	27.280	8.165	1.626	7.11e-115
DUSP26	ENSG00000133878.8	0.225	1.940	-1.263	2.24e-115
DUSP8	ENSG00000184545.10	3.355	10.260	-1.370	2.90e-88
DUSP8P5	ENSG00000235316.1	0.520	2.410	-1.166	1.53e-147
DUSP9	ENSG00000130829.17	3.830	0.040	2.215	1.42e-150
DUTP6	ENSG00000225171.2	0.590	3.170	-1.391	1.75e-128
DUXAP8	ENSG00000206195.10	12.095	1.250	2.541	8.38e-122
DUXAP9	ENSG00000225210.9	7.250	0.710	2.270	6.72e-122
DXO	ENSG00000204348.9	11.630	24.485	-1.013	3.61e-66
DYNC1I1	ENSG00000158560.14	4.690	1.130	1.418	2.37e-71
DYSF	ENSG00000135636.13	4.595	25.325	-2.234	2.41e-185
E2F1	ENSG00000101412.12	11.315	3.295	1.520	8.30e-114
E2F2	ENSG00000007968.6	2.530	0.590	1.151	2.32e-104
E2F7	ENSG00000165891.15	3.345	0.210	1.844	2.33e-174
E2F8	ENSG00000129173.12	2.700	0.330	1.476	2.70e-153
EBF1	ENSG00000164330.16	0.840	4.410	-1.556	9.31e-167
EBF4	ENSG00000088881.20	5.440	16.375	-1.432	1.24e-64
EBLN2	ENSG00000255423.1	0.400	2.280	-1.228	6.06e-119
ECE2	ENSG00000145194.17	22.570	2.175	2.892	9.55e-230
ECEL1P2	ENSG00000244280.1	0.080	9.780	-3.319	9.00e-298
ECHDC2	ENSG00000121310.16	34.646	115.916	-1.714	5.58e-100
ECHDC3	ENSG00000134463.14	8.584	18.770	-1.045	1.23e-48
ECM2	ENSG00000106823.12	2.430	10.475	-1.742	1.80e-106
ECT2	ENSG00000114346.13	35.465	5.175	2.562	9.61e-213
EDARADD	ENSG00000186197.12	5.545	0.310	2.321	8.87e-145
EDIL3	ENSG00000164176.12	7.000	16.065	-1.093	2.47e-36
EDN1	ENSG00000078401.6	8.000	24.831	-1.521	2.90e-67
EDN2	ENSG00000127129.9	2.730	0.800	1.051	4.27e-16
EDNRA	ENSG00000151617.15	4.315	13.390	-1.437	5.63e-86
EDNRB	ENSG00000136160.14	1.725	42.451	-3.995	7.35e-320
EEF1A1P12	ENSG00000214199.3	2.600	0.300	1.470	2.05e-96
EEF1A1P9	ENSG00000249264.1	1.800	0.280	1.129	1.35e-125
EFCAB11	ENSG00000140025.15	8.475	2.450	1.458	5.26e-159
EFCAB12	ENSG00000172771.11	0.200	1.475	-1.044	1.09e-79
EFCAB2	ENSG00000203666.12	5.360	12.425	-1.078	8.14e-79
EFCC1	ENSG00000114654.7	0.565	12.890	-3.150	1.36e-279
EFEMP1	ENSG00000115380.18	36.535	166.288	-2.156	3.87e-109
EFEMP2	ENSG00000172638.12	27.980	80.716	-1.496	1.69e-94
EFHC1	ENSG00000096093.14	4.055	11.765	-1.336	4.42e-91
EFHD1	ENSG00000115468.11	1.910	13.690	-2.336	3.50e-84
EFNA3	ENSG00000143590.13	10.960	1.065	2.534	5.58e-231
EFNA4	ENSG00000243364.7	17.360	4.960	1.623	1.06e-198
EFR3B	ENSG00000084710.13	0.310	1.730	-1.059	2.32e-100
EGFL7	ENSG00000172889.15	20.915	203.001	-3.219	6.88e-206
EGFL8	ENSG00000241404.6	3.500	17.274	-2.022	4.36e-123
EGLN3	ENSG00000129521.13	49.345	7.135	2.630	6.46e-106
EHBP1L1	ENSG00000173442.11	26.235	92.254	-1.776	8.33e-108
EHD1	ENSG00000110047.17	24.195	53.250	-1.106	2.36e-83
EHD2	ENSG00000024422.11	34.919	116.117	-1.705	1.23e-103
EHF	ENSG00000135373.12	25.954	8.775	1.463	2.81e-62
EHHADH	ENSG00000113790.10	8.685	2.480	1.477	9.17e-140
EIF1AXP1	ENSG00000236698.1	15.320	2.665	2.155	1.78e-146
EIF1AY	ENSG00000198692.9	5.260	21.355	-1.836	3.57e-3
EIF1B	ENSG00000114784.3	38.775	78.855	-1.006	7.65e-99
EIF4E3	ENSG00000163412.12	4.360	12.265	-1.307	2.86e-131
EIF4EBP1	ENSG00000187840.4	126.114	29.681	2.051	5.04e-123
EIF5A2	ENSG00000163577.7	9.790	2.000	1.847	7.55e-125
EIF5AP4	ENSG00000234743.1	9.965	0.220	3.168	1.98e-262
EIF6	ENSG00000242372.6	213.767	87.930	1.272	5.10e-145
ELANE	ENSG00000197561.6	0.050	5.620	-2.656	4.96e-161
ELMO1	ENSG00000155849.15	10.480	31.610	-1.506	1.71e-118
ELMSAN1	ENSG00000156030.12	9.795	22.405	-1.116	1.04e-109
ELN	ENSG00000049540.16	12.610	222.536	-4.038	5.04e-169
ELOVL4	ENSG00000118402.5	1.745	0.290	1.089	1.29e-81
EMCN	ENSG00000164035.9	2.475	29.220	-3.120	1.10e-266
EME1	ENSG00000154920.14	5.650	1.195	1.599	6.12e-120
EME2	ENSG00000197774.12	3.135	11.580	-1.605	1.50e-85
EMILIN1	ENSG00000138080.13	24.955	86.252	-1.749	3.28e-75
EML1	ENSG00000066629.16	5.715	13.425	-1.103	9.02e-51
EML3	ENSG00000149499.11	25.975	78.978	-1.568	9.50e-125
EMP2	ENSG00000213853.9	60.601	213.559	-1.800	4.12e-128
EMP3	ENSG00000142227.10	48.406	159.122	-1.696	4.64e-124
ENAH	ENSG00000154380.16	55.591	26.990	1.016	1.86e-49
ENG	ENSG00000106991.13	33.116	265.873	-2.968	7.74e-254
ENGASE	ENSG00000167280.16	9.545	38.244	-1.896	4.35e-91
ENKD1	ENSG00000124074.11	8.230	22.590	-1.354	4.52e-109
ENO1	ENSG00000074800.13	1453.232	517.691	1.487	1.24e-122
ENO1P1	ENSG00000244457.2	2.270	0.230	1.411	1.57e-94
ENO3	ENSG00000108515.17	5.075	17.815	-1.631	5.50e-63
ENOSF1	ENSG00000132199.18	22.940	51.170	-1.124	3.78e-69
ENPEP	ENSG00000138792.9	1.730	6.045	-1.368	6.18e-88
ENPP2	ENSG00000136960.12	13.780	34.130	-1.249	2.30e-58
ENPP4	ENSG00000001561.6	2.905	12.285	-1.766	1.08e-137
TSPAN6	ENSG00000000003.14	33.225	12.090	1.387	8.05e-114
FGR	ENSG00000000938.12	6.630	102.479	-3.762	2.18e-275
GCLC	ENSG00000001084.10	62.780	12.890	2.199	2.78e-103
KLHL13	ENSG00000003096.13	6.785	0.930	2.012	2.93e-97
ICA1	ENSG00000003147.17	7.450	23.035	-1.508	1.40e-72
TFPI	ENSG00000003436.14	22.085	135.377	-2.563	3.27e-139
